01-01 00:00:07.974 I/BOOT    (  154): MSM target 'msm8960', SoC 'Surf', HwID '109', SoC ver '65536' 
01-02 13:00:00.840 I/qrngd   (  217): qrngd has started:
01-02 13:00:00.840 I/qrngd   (  217): Reading device:'/dev/hw_random' updating entropy for device:'/dev/random'
01-02 13:00:00.880 I/qcom-bluetooth(  222): /system/etc/init.qcom.bt.sh: init.qcom.bt.sh config = onboot 
01-01 00:00:15.165 D/dalvikvm(  210): GC_EXPLICIT freed 86K, 6% free 2575K/2716K, paused 1ms+1ms, total 15ms
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f7 (android:drawable/btn_toggle_on_pressed_holo_light) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f6 (android:drawable/btn_toggle_on_pressed_holo_dark) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f5 (android:drawable/btn_toggle_on_normal_holo_light) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f4 (android:drawable/btn_toggle_on_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f3 (android:drawable/btn_toggle_on_focused_holo_light) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f2 (android:drawable/btn_toggle_on_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f1 (android:drawable/btn_toggle_on_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801f0 (android:drawable/btn_toggle_on_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801ef (android:drawable/btn_toggle_on_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.175 W/Resources(  210): Preloaded drawable resource #0x10801ee (android:drawable/btn_toggle_on_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.195 D/dalvikvm(  210): GC_EXPLICIT freed 18K, 4% free 2610K/2716K, paused 2ms+1ms, total 16ms
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801ec (android:drawable/btn_toggle_off_pressed_holo_light) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801eb (android:drawable/btn_toggle_off_pressed_holo_dark) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801ea (android:drawable/btn_toggle_off_normal_holo_light) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801e9 (android:drawable/btn_toggle_off_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801e8 (android:drawable/btn_toggle_off_focused_holo_light) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801e7 (android:drawable/btn_toggle_off_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801e6 (android:drawable/btn_toggle_off_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.195 W/Resources(  210): Preloaded drawable resource #0x10801e5 (android:drawable/btn_toggle_off_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.205 W/Resources(  210): Preloaded drawable resource #0x10801e4 (android:drawable/btn_toggle_off_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.205 W/Resources(  210): Preloaded drawable resource #0x10801e3 (android:drawable/btn_toggle_off_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.215 D/dalvikvm(  210): GC_EXPLICIT freed 51K, 4% free 2611K/2716K, paused 1ms+1ms, total 16ms
01-01 00:00:15.215 W/Resources(  210): Preloaded drawable resource #0x10801f5 (android:drawable/btn_toggle_on_normal_holo_light) that varies with configuration!!
01-01 00:00:15.215 W/Resources(  210): Preloaded drawable resource #0x10801f1 (android:drawable/btn_toggle_on_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801f7 (android:drawable/btn_toggle_on_pressed_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801f3 (android:drawable/btn_toggle_on_focused_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801f5 (android:drawable/btn_toggle_on_normal_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801ef (android:drawable/btn_toggle_on_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801f1 (android:drawable/btn_toggle_on_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801ea (android:drawable/btn_toggle_off_normal_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801e6 (android:drawable/btn_toggle_off_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801ec (android:drawable/btn_toggle_off_pressed_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801e8 (android:drawable/btn_toggle_off_focused_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801ea (android:drawable/btn_toggle_off_normal_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801e4 (android:drawable/btn_toggle_off_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.225 W/Resources(  210): Preloaded drawable resource #0x10801e6 (android:drawable/btn_toggle_off_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.235 W/Resources(  210): Preloaded drawable resource #0x10801e1 (android:drawable/btn_toggle_holo_light) that varies with configuration!!
01-01 00:00:15.245 D/dalvikvm(  210): GC_EXPLICIT freed 59K, 4% free 2627K/2716K, paused 1ms+1ms, total 15ms
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f4 (android:drawable/btn_toggle_on_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f0 (android:drawable/btn_toggle_on_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f6 (android:drawable/btn_toggle_on_pressed_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f2 (android:drawable/btn_toggle_on_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f4 (android:drawable/btn_toggle_on_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801ee (android:drawable/btn_toggle_on_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.245 W/Resources(  210): Preloaded drawable resource #0x10801f0 (android:drawable/btn_toggle_on_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e9 (android:drawable/btn_toggle_off_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e5 (android:drawable/btn_toggle_off_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801eb (android:drawable/btn_toggle_off_pressed_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e7 (android:drawable/btn_toggle_off_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e9 (android:drawable/btn_toggle_off_normal_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e3 (android:drawable/btn_toggle_off_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e5 (android:drawable/btn_toggle_off_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.255 W/Resources(  210): Preloaded drawable resource #0x10801e0 (android:drawable/btn_toggle_holo_dark) that varies with configuration!!
01-01 00:00:15.265 D/dalvikvm(  210): GC_EXPLICIT freed 74K, 4% free 2627K/2720K, paused 1ms+2ms, total 16ms
01-01 00:00:15.275 W/Resources(  210): Preloaded drawable resource #0x108064c (android:drawable/textfield_multiline_default_holo_light) that varies with configuration!!
01-01 00:00:15.275 W/Resources(  210): Preloaded drawable resource #0x1080650 (android:drawable/textfield_multiline_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.275 W/Resources(  210): Preloaded drawable resource #0x108064a (android:drawable/textfield_multiline_activated_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080652 (android:drawable/textfield_multiline_focused_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x108064c (android:drawable/textfield_multiline_default_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x108064e (android:drawable/textfield_multiline_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080650 (android:drawable/textfield_multiline_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x108063f (android:drawable/textfield_default_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080644 (android:drawable/textfield_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080637 (android:drawable/textfield_activated_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080647 (android:drawable/textfield_focused_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x108063f (android:drawable/textfield_default_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080642 (android:drawable/textfield_disabled_focused_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080644 (android:drawable/textfield_disabled_holo_light) that varies with configuration!!
01-01 00:00:15.285 W/Resources(  210): Preloaded drawable resource #0x1080258 (android:drawable/edit_text_holo_light) that varies with configuration!!
01-01 00:00:15.305 D/dalvikvm(  210): GC_EXPLICIT freed 75K, 4% free 2628K/2720K, paused 2ms+1ms, total 16ms
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x108064b (android:drawable/textfield_multiline_default_holo_dark) that varies with configuration!!
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x108064f (android:drawable/textfield_multiline_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x1080649 (android:drawable/textfield_multiline_activated_holo_dark) that varies with configuration!!
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x1080651 (android:drawable/textfield_multiline_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x108064b (android:drawable/textfield_multiline_default_holo_dark) that varies with configuration!!
01-01 00:00:15.305 W/Resources(  210): Preloaded drawable resource #0x108064d (android:drawable/textfield_multiline_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x108064f (android:drawable/textfield_multiline_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x108063e (android:drawable/textfield_default_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080643 (android:drawable/textfield_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080636 (android:drawable/textfield_activated_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080646 (android:drawable/textfield_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x108063e (android:drawable/textfield_default_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080641 (android:drawable/textfield_disabled_focused_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080643 (android:drawable/textfield_disabled_holo_dark) that varies with configuration!!
01-01 00:00:15.315 W/Resources(  210): Preloaded drawable resource #0x1080257 (android:drawable/edit_text_holo_dark) that varies with configuration!!
01-01 00:00:15.325 D/dalvikvm(  210): GC_EXPLICIT freed 74K, 4% free 2630K/2720K, paused 1ms+1ms, total 14ms
01-01 00:00:15.335 W/Resources(  210): Preloaded drawable resource #0x1080633 (android:drawable/text_select_handle_left) that varies with configuration!!
01-01 00:00:15.335 W/Resources(  210): Preloaded drawable resource #0x1080635 (android:drawable/text_select_handle_right) that varies with configuration!!
01-01 00:00:15.335 W/Resources(  210): Preloaded drawable resource #0x1080630 (android:drawable/text_edit_paste_window) that varies with configuration!!
01-01 00:00:15.335 W/Resources(  210): Preloaded drawable resource #0x108026d (android:drawable/expander_close_holo_dark) that varies with configuration!!
01-01 00:00:15.335 W/Resources(  210): Preloaded drawable resource #0x108026e (android:drawable/expander_close_holo_light) that varies with configuration!!
01-01 00:00:15.345 W/Resources(  210): Preloaded drawable resource #0x108026d (android:drawable/expander_close_holo_dark) that varies with configuration!!
01-01 00:00:15.345 W/Resources(  210): Preloaded drawable resource #0x1080274 (android:drawable/expander_open_holo_dark) that varies with configuration!!
01-01 00:00:15.345 W/Resources(  210): Preloaded drawable resource #0x1080270 (android:drawable/expander_group_holo_dark) that varies with configuration!!
01-01 00:00:15.355 D/dalvikvm(  210): GC_EXPLICIT freed 85K, 5% free 2603K/2720K, paused 1ms+1ms, total 16ms
01-01 00:00:15.355 W/Resources(  210): Preloaded drawable resource #0x108026e (android:drawable/expander_close_holo_light) that varies with configuration!!
